relationship_id,person_id_a,person_id_b,relationship_type,case_id
REL02469,P00052,P00705,facilitator,CASE0136
REL02470,P01555,P01651,employer,CASE0042
REL02471,P00776,P00564,family,CASE0150
REL02472,P00089,P01961,employer,CASE0239
REL02473,P00564,P00477,family,CASE0189
REL02474,P01781,P01302,facilitator,CASE0161
REL02475,P01467,P00229,employer,CASE0082
REL02476,P01564,P00860,family,CASE0050
REL02477,P00210,P01438,family,CASE0150
REL02478,P01509,P00319,facilitator,CASE0001
REL02479,P00162,P00736,facilitator,CASE0185
REL02480,P00094,P01555,facilitator,CASE0068
REL02481,P00179,P00256,facilitator,CASE0024
REL02482,P00741,P00055,employer,CASE0224
REL02483,P01355,P00593,facilitator,CASE0148
REL02484,P01386,P00327,facilitator,CASE0203
REL02485,P01765,P01564,facilitator,CASE0026
REL02486,P00697,P01438,facilitator,CASE0096
REL02487,P00210,P00408,tenant,CASE0068
REL02488,P01765,P01781,facilitator,CASE0046
REL02489,P00319,P00929,employer,CASE0199
REL02490,P01437,P01699,facilitator,CASE0029
REL02491,P01438,P01267,employer,CASE0044
REL02492,P00929,P00542,associate,CASE0085
REL02493,P01584,P01658,tenant,CASE0035
REL02494,P01288,P00334,employer,CASE0085
REL02495,P00705,P01828,associate,CASE0225
REL02496,P01651,P01430,family,CASE0204
REL02497,P00570,P01302,tenant,CASE0037
REL02498,P01210,P00207,tenant,CASE0080
REL02499,P00920,P01519,employer,CASE0015
REL02500,P01237,P01651,family,CASE0115
