ownership_id,asset_type,asset_id,person_id,valid_from,valid_to
OWN02092,bank_account,A00566,P00696,2019-06-05,
OWN02093,vehicle,V00342,P00050,2021-01-11,
OWN02094,bank_account,A00863,P00264,2019-10-16,
OWN02095,phone,PH00547,P00106,2023-03-19,
OWN02096,bank_account,A01009,P01714,2019-01-11,
OWN02097,bank_account,A01457,P01437,2019-07-08,
OWN02098,phone,PH00037,P01365,2023-08-10,
OWN02099,phone,PH01380,P01957,2025-09-28,
OWN02100,phone,PH01740,P01808,2024-09-18,
OWN02101,vehicle,V00649,P01251,2021-01-05,
OWN02102,phone,PH00855,P00873,2025-11-27,
OWN02103,vehicle,V00828,P00759,2019-12-26,
OWN02104,phone,PH02335,P00416,2020-05-05,
OWN02105,vehicle,V00348,P00947,2024-04-26,
OWN02106,vehicle,V00300,P00162,2025-08-30,
OWN02107,bank_account,A02118,P01183,2018-07-30,
OWN02108,vehicle,V00839,P01781,2020-06-23,
OWN02109,bank_account,A02082,P00913,2020-08-02,
OWN02110,vehicle,V00191,P00502,2020-04-15,
OWN02111,bank_account,A00900,P01658,2023-12-22,
OWN02112,phone,PH01205,P01649,2025-06-28,
OWN02113,phone,PH01359,P00708,2021-09-13,
OWN02114,phone,PH00984,P00007,2020-02-23,
OWN02115,phone,PH00287,P01208,2025-08-31,
OWN02116,vehicle,V00440,P01927,2019-07-19,
OWN02117,vehicle,V00588,P00218,2024-10-31,
OWN02118,vehicle,V00770,P01403,2020-05-15,
OWN02119,phone,PH00610,P00973,2024-09-13,
OWN02120,bank_account,A00110,P01602,2023-09-28,
OWN02121,bank_account,A01130,P00373,2024-10-08,
OWN02122,bank_account,A00806,P00017,2018-01-25,
OWN02123,vehicle,V00693,P01775,2024-05-28,
OWN02124,vehicle,V00218,P00244,2020-05-08,
OWN02125,phone,PH02662,P01658,2018-04-04,
OWN02126,bank_account,A01251,P01466,2021-07-04,
OWN02127,vehicle,V00293,P00204,2022-06-22,
OWN02128,phone,PH01125,P01791,2018-11-27,
OWN02129,phone,PH01241,P01270,2020-09-16,
OWN02130,vehicle,V00378,P01712,2024-11-27,
OWN02131,phone,PH00909,P01707,2023-01-15,
OWN02132,vehicle,V00690,P01881,2018-07-21,
OWN02133,vehicle,V00657,P00866,2021-11-14,
OWN02134,vehicle,V00793,P00053,2021-08-22,
OWN02135,phone,PH01704,P00769,2025-01-07,
OWN02136,vehicle,V00515,P00138,2018-03-22,
OWN02137,bank_account,A00782,P00166,2018-10-17,
OWN02138,phone,PH01052,P01969,2021-09-11,
OWN02139,bank_account,A01465,P01279,2019-09-07,
OWN02140,bank_account,A00014,P01405,2022-02-21,
OWN02141,bank_account,A00631,P01868,2024-04-21,
OWN02142,phone,PH02403,P00844,2024-05-28,
OWN02143,bank_account,A01487,P00276,2020-11-08,
OWN02144,phone,PH00282,P01198,2020-09-03,
OWN02145,vehicle,V00176,P00502,2025-10-18,
OWN02146,bank_account,A00955,P01593,2018-11-04,
OWN02147,vehicle,V00572,P01651,2022-09-07,
OWN02148,bank_account,A01815,P01378,2023-05-12,
OWN02149,vehicle,V00374,P00127,2025-04-20,
OWN02150,vehicle,V00584,P01450,2021-07-13,
OWN02151,bank_account,A01068,P01671,2019-01-01,
OWN02152,phone,PH02270,P01288,2022-10-31,
OWN02153,bank_account,A00532,P00054,2025-04-05,
OWN02154,bank_account,A02241,P01808,2022-09-24,
OWN02155,vehicle,V00344,P01226,2021-04-11,
OWN02156,bank_account,A00061,P01481,2025-09-12,
OWN02157,bank_account,A01285,P00523,2024-07-30,
OWN02158,bank_account,A01608,P00410,2023-02-15,
OWN02159,phone,PH00208,P01612,2019-04-23,
OWN02160,bank_account,A00796,P00207,2020-12-01,
OWN02161,phone,PH02080,P00046,2021-10-31,
OWN02162,vehicle,V00836,P00073,2023-09-01,
OWN02163,vehicle,V00795,P00849,2020-10-18,
OWN02164,vehicle,V00443,P01347,2022-01-06,
OWN02165,phone,PH02655,P01623,2018-11-11,
OWN02166,vehicle,V00647,P01376,2024-11-09,
OWN02167,bank_account,A01101,P01294,2019-01-23,
OWN02168,vehicle,V00103,P00734,2025-03-10,
OWN02169,vehicle,V00817,P01082,2021-12-14,
OWN02170,bank_account,A01562,P01212,2022-09-28,
OWN02171,vehicle,V00083,P01748,2023-02-01,
OWN02172,bank_account,A00032,P01234,2021-12-18,
OWN02173,vehicle,V00729,P00786,2021-01-26,
OWN02174,phone,PH01534,P00857,2025-08-13,
OWN02175,phone,PH00105,P01498,2025-04-15,
OWN02176,phone,PH01347,P01519,2018-04-12,
OWN02177,bank_account,A00904,P01934,2024-06-06,
OWN02178,vehicle,V00539,P01733,2021-06-26,
OWN02179,phone,PH01779,P00470,2022-01-09,
OWN02180,bank_account,A01114,P00296,2020-08-21,
OWN02181,bank_account,A01705,P01854,2020-03-23,
OWN02182,phone,PH00503,P01495,2024-11-23,
OWN02183,phone,PH01503,P01909,2023-08-11,
OWN02184,bank_account,A00687,P01419,2025-06-23,
OWN02185,bank_account,A01980,P00109,2023-11-03,
OWN02186,phone,PH00090,P01918,2023-06-29,
OWN02187,vehicle,V00611,P01409,2022-10-04,
OWN02188,phone,PH00355,P01670,2023-02-07,
OWN02189,phone,PH02487,P00200,2018-07-01,
OWN02190,phone,PH01168,P00620,2020-09-12,
OWN02191,phone,PH01801,P01000,2021-03-31,
OWN02192,phone,PH01195,P01739,2022-07-10,
OWN02193,vehicle,V00278,P00041,2020-03-28,
OWN02194,bank_account,A02213,P00612,2018-11-25,
OWN02195,vehicle,V00601,P01144,2023-10-13,
OWN02196,vehicle,V00101,P00808,2023-06-02,
OWN02197,vehicle,V00494,P00515,2020-04-17,
OWN02198,phone,PH01170,P00370,2018-06-10,
OWN02199,phone,PH00326,P01915,2023-03-20,
OWN02200,vehicle,V00824,P00806,2018-07-13,
OWN02201,phone,PH00074,P00531,2021-07-13,
OWN02202,phone,PH01097,P00487,2022-05-26,
OWN02203,phone,PH00693,P00210,2019-11-24,
OWN02204,vehicle,V00525,P00153,2021-08-09,
OWN02205,phone,PH01086,P00355,2025-12-20,
OWN02206,phone,PH01499,P00633,2024-08-07,
OWN02207,phone,PH00415,P01256,2019-10-14,
OWN02208,bank_account,A01726,P00179,2022-01-31,
OWN02209,bank_account,A01279,P00106,2018-10-22,
OWN02210,bank_account,A01803,P00871,2025-04-18,
OWN02211,phone,PH01040,P00089,2020-07-31,
OWN02212,bank_account,A01443,P00802,2024-05-03,
OWN02213,bank_account,A00033,P01282,2024-09-08,
OWN02214,vehicle,V00069,P00487,2020-01-29,
OWN02215,bank_account,A01025,P01635,2020-11-02,
OWN02216,vehicle,V00534,P01039,2020-05-23,
OWN02217,vehicle,V00568,P00118,2021-03-22,
OWN02218,phone,PH01762,P00307,2024-12-01,
OWN02219,phone,PH01144,P01105,2025-03-21,
OWN02220,bank_account,A01124,P00452,2024-08-14,
OWN02221,phone,PH02258,P00280,2022-05-03,
OWN02222,bank_account,A00892,P00492,2024-03-12,
OWN02223,phone,PH00170,P01782,2023-07-18,
OWN02224,bank_account,A01029,P00041,2020-06-05,
OWN02225,bank_account,A02237,P01109,2018-07-30,
OWN02226,bank_account,A02140,P00478,2023-12-07,
OWN02227,bank_account,A01305,P00128,2025-02-08,
OWN02228,bank_account,A00462,P00176,2025-03-09,
OWN02229,phone,PH00875,P00188,2024-05-13,
OWN02230,bank_account,A02092,P00274,2023-10-10,
OWN02231,bank_account,A01605,P00178,2021-11-14,
OWN02232,phone,PH02431,P01447,2021-12-06,
OWN02233,bank_account,A01580,P00195,2018-03-25,
OWN02234,phone,PH02157,P01539,2021-07-22,
OWN02235,bank_account,A00002,P01600,2023-07-30,
OWN02236,vehicle,V00537,P00609,2018-04-13,
OWN02237,vehicle,V00587,P00682,2022-12-14,
OWN02238,phone,PH00896,P01093,2019-10-10,
OWN02239,phone,PH02795,P01056,2025-03-22,
OWN02240,vehicle,V00201,P00860,2018-11-15,
OWN02241,phone,PH02739,P00250,2024-06-21,
OWN02242,vehicle,V00662,P01468,2018-11-17,
OWN02243,bank_account,A01918,P00522,2021-09-22,
OWN02244,vehicle,V00612,P01051,2022-07-08,
OWN02245,phone,PH02746,P00030,2021-06-17,
OWN02246,vehicle,V00681,P01570,2019-01-09,
OWN02247,phone,PH02362,P00491,2018-02-28,
OWN02248,bank_account,A01477,P00901,2025-04-12,
OWN02249,bank_account,A00230,P01684,2022-06-05,
OWN02250,vehicle,V00264,P00420,2019-04-22,
OWN02251,vehicle,V00044,P00550,2019-01-08,
OWN02252,phone,PH02069,P01267,2019-06-21,
OWN02253,vehicle,V00197,P00243,2018-09-27,
OWN02254,vehicle,V00300,P00162,2019-04-09,
OWN02255,phone,PH00537,P00272,2021-01-15,
OWN02256,bank_account,A02178,P01808,2021-12-21,
OWN02257,phone,PH01661,P00255,2020-10-01,
OWN02258,vehicle,V00807,P01842,2018-06-13,
OWN02259,phone,PH02753,P00205,2025-12-04,
OWN02260,vehicle,V00274,P01034,2024-02-26,
OWN02261,vehicle,V00154,P00143,2018-06-24,
OWN02262,bank_account,A02162,P01328,2019-01-21,
OWN02263,vehicle,V00529,P00324,2018-12-30,
OWN02264,bank_account,A01525,P00013,2020-07-07,
OWN02265,bank_account,A00202,P00307,2023-07-15,
OWN02266,vehicle,V00703,P00953,2018-02-05,
OWN02267,phone,PH02534,P00839,2022-05-29,
OWN02268,vehicle,V00095,P01430,2021-09-02,
OWN02269,bank_account,A01530,P01691,2018-02-17,
OWN02270,vehicle,V00142,P00874,2024-07-19,
OWN02271,bank_account,A01002,P01971,2020-10-29,
OWN02272,vehicle,V00128,P01416,2018-03-11,
OWN02273,vehicle,V00229,P00744,2021-10-19,
OWN02274,phone,PH00219,P00228,2022-06-30,
OWN02275,bank_account,A00522,P00798,2019-07-19,
OWN02276,vehicle,V00458,P00113,2020-04-04,
OWN02277,vehicle,V00321,P01298,2023-06-15,
OWN02278,vehicle,V00655,P01456,2020-02-26,
OWN02279,bank_account,A00162,P00861,2021-08-31,
OWN02280,phone,PH02684,P00625,2024-10-12,
OWN02281,vehicle,V00303,P00334,2024-04-27,
OWN02282,vehicle,V00526,P01898,2018-05-05,
OWN02283,phone,PH00976,P00087,2020-06-22,
OWN02284,phone,PH02002,P00542,2018-03-12,
OWN02285,phone,PH01684,P01852,2025-11-26,
OWN02286,bank_account,A01795,P00135,2024-02-18,
OWN02287,phone,PH02690,P01879,2021-08-26,
OWN02288,phone,PH00444,P01709,2022-04-12,
OWN02289,bank_account,A00038,P01686,2025-01-22,
OWN02290,phone,PH02145,P00878,2025-04-02,
OWN02291,phone,PH01192,P01815,2020-09-07,
OWN02292,bank_account,A00053,P00722,2025-06-04,
OWN02293,bank_account,A02024,P00445,2018-02-10,
OWN02294,vehicle,V00645,P01095,2022-06-23,
OWN02295,phone,PH01197,P01862,2024-05-09,
OWN02296,bank_account,A00334,P00886,2020-07-08,
OWN02297,bank_account,A01200,P01508,2020-05-27,
OWN02298,phone,PH00299,P00013,2019-01-02,
OWN02299,vehicle,V00770,P01403,2024-01-04,
OWN02300,vehicle,V00579,P00798,2024-07-14,
OWN02301,vehicle,V00257,P00920,2023-04-27,
OWN02302,bank_account,A01150,P00866,2023-07-24,
OWN02303,bank_account,A01921,P01609,2023-09-15,
OWN02304,phone,PH02456,P01616,2021-07-16,
OWN02305,bank_account,A01243,P01837,2022-11-24,
OWN02306,vehicle,V00331,P00226,2020-03-17,
OWN02307,vehicle,V00634,P01425,2018-06-16,
OWN02308,phone,PH00087,P01783,2023-07-15,
OWN02309,bank_account,A02076,P00195,2018-03-15,
OWN02310,vehicle,V00249,P01474,2021-02-16,
OWN02311,phone,PH00378,P00415,2020-10-23,
OWN02312,bank_account,A00896,P00633,2020-05-10,
OWN02313,bank_account,A01164,P00152,2019-03-11,
OWN02314,bank_account,A00270,P00303,2020-08-06,
OWN02315,bank_account,A02033,P01422,2022-06-20,
OWN02316,phone,PH02408,P01509,2018-03-21,
OWN02317,bank_account,A00013,P01135,2022-12-13,
OWN02318,phone,PH01896,P01760,2018-12-21,
OWN02319,vehicle,V00035,P01837,2019-01-28,
OWN02320,bank_account,A00103,P00522,2019-07-05,
OWN02321,bank_account,A02110,P00534,2018-04-28,
OWN02322,bank_account,A00470,P01898,2019-11-26,
OWN02323,phone,PH00547,P00106,2022-01-22,
OWN02324,bank_account,A00062,P00814,2023-03-06,
OWN02325,phone,PH00358,P01690,2025-07-30,
OWN02326,bank_account,A00447,P00255,2025-04-03,
OWN02327,vehicle,V00524,P01710,2022-09-18,
OWN02328,phone,PH01898,P01775,2022-02-26,
OWN02329,phone,PH01429,P01381,2025-03-14,
OWN02330,vehicle,V00716,P00089,2022-03-25,
OWN02331,phone,PH02560,P00056,2025-06-23,
OWN02332,vehicle,V00620,P00883,2024-10-17,
OWN02333,bank_account,A01391,P00312,2025-12-13,
OWN02334,vehicle,V00417,P01114,2022-09-04,
OWN02335,phone,PH00327,P01309,2024-03-10,
OWN02336,bank_account,A00004,P00713,2021-07-04,
OWN02337,bank_account,A00214,P00938,2022-07-23,
OWN02338,bank_account,A01224,P01642,2025-07-14,
OWN02339,phone,PH00814,P00833,2022-08-18,
OWN02340,vehicle,V00327,P01210,2019-10-09,
OWN02341,bank_account,A01487,P00276,2025-02-24,
OWN02342,bank_account,A01551,P01475,2021-03-17,
OWN02343,phone,PH00801,P01366,2023-10-12,
OWN02344,vehicle,V00313,P01022,2021-04-18,
OWN02345,vehicle,V00769,P00656,2025-03-01,
OWN02346,bank_account,A01460,P01752,2024-10-28,
OWN02347,phone,PH02213,P00179,2019-09-26,
OWN02348,vehicle,V00510,P01411,2023-01-19,
OWN02349,phone,PH02324,P00776,2020-10-31,
OWN02350,vehicle,V00295,P01374,2018-04-24,
OWN02351,vehicle,V00459,P01054,2022-12-15,
OWN02352,phone,PH01876,P01611,2021-04-12,
OWN02353,phone,PH00605,P00422,2022-10-04,
OWN02354,bank_account,A01531,P01373,2021-02-16,
OWN02355,bank_account,A00577,P00204,2023-01-05,
OWN02356,bank_account,A02094,P01183,2018-03-04,
OWN02357,phone,PH00521,P00857,2025-07-24,
OWN02358,vehicle,V00826,P00562,2021-05-09,
OWN02359,phone,PH01186,P00116,2018-08-23,
OWN02360,phone,PH00524,P01939,2025-01-15,
OWN02361,vehicle,V00573,P00646,2018-01-25,
OWN02362,vehicle,V00683,P00193,2022-04-28,
OWN02363,vehicle,V00581,P01181,2021-01-21,
OWN02364,bank_account,A00466,P00702,2018-12-22,
OWN02365,phone,PH01483,P00135,2021-02-06,
OWN02366,bank_account,A01616,P00283,2024-11-10,
OWN02367,vehicle,V00763,P00249,2024-10-22,
OWN02368,phone,PH02126,P01585,2022-01-25,
OWN02369,bank_account,A01060,P00181,2018-08-30,
OWN02370,bank_account,A01484,P01216,2021-04-23,
OWN02371,vehicle,V00803,P00439,2023-10-23,
OWN02372,bank_account,A02107,P01035,2021-06-13,
OWN02373,bank_account,A00882,P01275,2019-06-26,
OWN02374,bank_account,A00439,P01724,2021-04-18,
OWN02375,phone,PH00874,P00099,2022-12-24,
OWN02376,phone,PH01723,P01912,2021-01-04,
OWN02377,bank_account,A02010,P00412,2024-08-15,
OWN02378,phone,PH01035,P00980,2025-05-05,
OWN02379,vehicle,V00264,P00420,2023-10-16,
OWN02380,phone,PH02083,P00566,2018-06-16,
OWN02381,vehicle,V00456,P00079,2025-01-10,
OWN02382,vehicle,V00268,P01303,2019-07-16,
OWN02383,phone,PH01205,P01649,2023-01-31,
OWN02384,vehicle,V00836,P00073,2025-03-24,
OWN02385,phone,PH01259,P00594,2023-09-22,
OWN02386,vehicle,V00620,P00883,2020-03-15,
OWN02387,bank_account,A01909,P01582,2023-09-14,
OWN02388,vehicle,V00289,P01080,2020-08-15,
OWN02389,bank_account,A00403,P01782,2020-12-09,
OWN02390,phone,PH01987,P01624,2023-04-03,
OWN02391,bank_account,A01350,P00669,2025-11-28,
OWN02392,bank_account,A01328,P00951,2019-09-01,
OWN02393,phone,PH01786,P00007,2025-06-18,
OWN02394,vehicle,V00133,P01034,2020-12-21,
OWN02395,phone,PH02278,P01514,2022-01-01,
OWN02396,bank_account,A00380,P00670,2021-08-25,
OWN02397,bank_account,A01186,P00456,2020-03-13,
OWN02398,vehicle,V00170,P00410,2023-07-12,
OWN02399,bank_account,A01056,P00794,2023-02-02,
OWN02400,bank_account,A01980,P00109,2022-11-19,
OWN02401,vehicle,V00243,P01265,2020-10-26,
OWN02402,vehicle,V00530,P01616,2020-06-07,
OWN02403,vehicle,V00066,P01085,2018-11-12,
OWN02404,phone,PH02171,P01820,2020-03-18,
OWN02405,vehicle,V00091,P00904,2024-01-15,
OWN02406,phone,PH00023,P00227,2025-07-20,
OWN02407,bank_account,A00546,P00550,2023-02-19,
OWN02408,bank_account,A00116,P00182,2019-12-31,
OWN02409,phone,PH00837,P00399,2024-05-03,
OWN02410,bank_account,A01955,P00477,2019-02-21,
OWN02411,phone,PH02496,P01245,2021-02-07,
OWN02412,vehicle,V00161,P01555,2020-12-15,
OWN02413,phone,PH01440,P00652,2022-03-27,
OWN02414,vehicle,V00650,P00808,2019-03-17,
OWN02415,phone,PH01070,P01850,2022-11-01,
OWN02416,vehicle,V00265,P01066,2025-01-26,
OWN02417,phone,PH00258,P00876,2018-05-27,
OWN02418,vehicle,V00679,P01519,2024-10-16,
OWN02419,vehicle,V00286,P01865,2021-04-27,
OWN02420,vehicle,V00440,P01927,2019-12-29,
OWN02421,vehicle,V00406,P01840,2018-04-19,
OWN02422,vehicle,V00400,P01167,2024-07-20,
OWN02423,phone,PH01775,P00722,2023-12-22,
OWN02424,bank_account,A01200,P01508,2019-02-20,
OWN02425,phone,PH00546,P00082,2019-04-19,
OWN02426,bank_account,A00752,P01238,2023-07-15,
OWN02427,vehicle,V00805,P00866,2022-07-31,
OWN02428,bank_account,A01511,P01258,2019-01-24,
OWN02429,bank_account,A00947,P01355,2022-09-24,
OWN02430,vehicle,V00127,P01392,2021-03-15,
OWN02431,bank_account,A01174,P00781,2022-10-17,
OWN02432,vehicle,V00590,P01945,2022-09-10,
OWN02433,bank_account,A01259,P01976,2022-01-31,
OWN02434,bank_account,A01051,P01464,2018-03-30,
OWN02435,phone,PH02286,P01096,2018-07-09,
OWN02436,vehicle,V00419,P00824,2022-06-06,
OWN02437,phone,PH00940,P01416,2018-03-02,
OWN02438,bank_account,A00282,P01155,2025-08-22,
OWN02439,phone,PH00957,P00132,2020-10-11,
OWN02440,vehicle,V00695,P00335,2018-09-22,
OWN02441,vehicle,V00614,P01242,2025-05-23,
OWN02442,bank_account,A01038,P00814,2024-03-14,
OWN02443,bank_account,A00685,P00983,2019-08-14,
OWN02444,vehicle,V00121,P01109,2019-01-12,
OWN02445,bank_account,A01743,P01220,2021-11-29,
OWN02446,vehicle,V00804,P00094,2020-03-18,
OWN02447,vehicle,V00830,P01147,2021-12-22,
OWN02448,phone,PH00289,P00653,2019-11-23,
OWN02449,bank_account,A00879,P00752,2020-04-11,
OWN02450,bank_account,A00385,P00532,2018-11-17,
OWN02451,vehicle,V00813,P00207,2025-03-24,
OWN02452,phone,PH00600,P01775,2024-12-06,
OWN02453,vehicle,V00138,P00369,2022-10-23,
OWN02454,bank_account,A01023,P00407,2020-10-30,
OWN02455,bank_account,A01435,P01379,2022-11-08,
OWN02456,vehicle,V00249,P01474,2019-04-26,
OWN02457,bank_account,A02076,P00195,2024-05-31,
OWN02458,vehicle,V00563,P00211,2025-03-12,
OWN02459,vehicle,V00067,P00382,2022-01-08,
OWN02460,bank_account,A02043,P00791,2020-08-31,
OWN02461,phone,PH00754,P01379,2024-11-19,
OWN02462,vehicle,V00518,P01438,2019-08-25,
OWN02463,bank_account,A00473,P00873,2019-03-16,
OWN02464,phone,PH01638,P01340,2023-09-15,
OWN02465,phone,PH02774,P01237,2020-11-14,
OWN02466,vehicle,V00621,P01933,2022-05-25,
OWN02467,bank_account,A00767,P01249,2025-12-12,
OWN02468,bank_account,A00864,P00772,2021-11-09,
OWN02469,bank_account,A01911,P00062,2025-04-28,
OWN02470,vehicle,V00186,P01267,2024-02-24,
OWN02471,phone,PH00789,P01115,2025-05-08,
OWN02472,vehicle,V00387,P00317,2021-01-15,
OWN02473,vehicle,V00084,P00123,2024-03-29,
OWN02474,vehicle,V00799,P01308,2019-01-17,
OWN02475,bank_account,A00582,P01612,2022-03-20,
OWN02476,bank_account,A01352,P00831,2024-08-21,
OWN02477,bank_account,A01151,P01218,2018-10-22,
OWN02478,phone,PH01727,P01665,2022-02-14,
OWN02479,vehicle,V00527,P01022,2021-01-06,
OWN02480,bank_account,A02175,P00100,2024-06-27,
OWN02481,phone,PH01125,P01791,2021-03-27,
OWN02482,phone,PH01343,P00179,2023-11-24,
OWN02483,bank_account,A00210,P00344,2020-06-27,
OWN02484,phone,PH02391,P00189,2024-07-09,
OWN02485,phone,PH00281,P01516,2018-12-14,
OWN02486,vehicle,V00517,P01439,2025-09-09,
OWN02487,bank_account,A00006,P00095,2019-07-21,
OWN02488,bank_account,A00479,P01325,2019-07-01,
OWN02489,vehicle,V00600,P01320,2021-01-03,
OWN02490,vehicle,V00175,P01247,2021-01-22,
OWN02491,phone,PH01116,P00643,2023-05-04,
OWN02492,phone,PH01231,P01014,2020-07-04,
OWN02493,phone,PH01739,P00906,2023-09-11,
OWN02494,phone,PH00094,P01694,2020-04-27,
OWN02495,vehicle,V00093,P00568,2024-02-14,
OWN02496,vehicle,V00551,P00996,2022-10-21,
OWN02497,phone,PH02081,P00646,2018-05-19,
OWN02498,vehicle,V00598,P01090,2020-07-29,
OWN02499,bank_account,A01868,P00504,2022-12-31,
OWN02500,vehicle,V00206,P01065,2020-07-12,
OWN02501,phone,PH00969,P00697,2018-06-17,
OWN02502,vehicle,V00403,P00375,2021-08-05,
OWN02503,vehicle,V00042,P01504,2020-05-10,
OWN02504,vehicle,V00796,P00143,2025-05-23,
OWN02505,phone,PH00947,P01106,2021-07-26,
OWN02506,bank_account,A00552,P00812,2019-11-10,
OWN02507,bank_account,A00662,P00936,2024-07-05,
OWN02508,phone,PH00151,P00199,2025-04-23,
OWN02509,vehicle,V00012,P01264,2019-07-22,
OWN02510,vehicle,V00812,P01980,2022-07-23,
OWN02511,phone,PH00617,P01706,2022-10-01,
OWN02512,bank_account,A01074,P01331,2021-08-23,
OWN02513,bank_account,A02250,P01834,2019-08-28,
OWN02514,phone,PH01371,P01010,2019-12-20,
OWN02515,vehicle,V00846,P01777,2022-07-15,
OWN02516,bank_account,A01270,P00989,2025-02-08,
OWN02517,phone,PH02411,P00109,2022-06-21,
OWN02518,vehicle,V00433,P01592,2022-04-18,
OWN02519,phone,PH02477,P01936,2022-07-20,
OWN02520,vehicle,V00284,P00694,2023-11-25,
OWN02521,bank_account,A01750,P00759,2024-08-25,
OWN02522,vehicle,V00680,P01379,2021-09-04,
OWN02523,vehicle,V00321,P01298,2022-11-02,
OWN02524,phone,PH01491,P00301,2019-05-15,
OWN02525,phone,PH02140,P00189,2021-02-05,
OWN02526,vehicle,V00732,P01964,2018-11-06,
OWN02527,phone,PH00501,P01775,2023-07-04,
OWN02528,phone,PH00657,P00558,2023-09-03,
OWN02529,vehicle,V00006,P01057,2019-01-01,
OWN02530,phone,PH02338,P01329,2019-03-06,
OWN02531,bank_account,A00923,P00993,2024-05-27,
OWN02532,vehicle,V00456,P00079,2020-01-10,
OWN02533,vehicle,V00673,P00608,2024-02-01,
OWN02534,bank_account,A00864,P00772,2023-01-29,
OWN02535,phone,PH00765,P01341,2021-02-26,
OWN02536,bank_account,A00160,P00964,2018-08-19,
OWN02537,bank_account,A00710,P00684,2019-05-05,
OWN02538,vehicle,V00676,P01237,2018-10-22,
OWN02539,bank_account,A01757,P01117,2025-08-14,
OWN02540,bank_account,A01932,P00769,2025-02-19,
OWN02541,bank_account,A00055,P01465,2019-11-30,
OWN02542,phone,PH00051,P00789,2020-10-11,
OWN02543,phone,PH02025,P01149,2019-01-02,
OWN02544,bank_account,A00143,P01754,2023-01-13,
OWN02545,bank_account,A00604,P00117,2018-03-06,
OWN02546,vehicle,V00254,P00253,2023-08-04,
OWN02547,phone,PH01874,P00616,2025-07-22,
OWN02548,bank_account,A02021,P01796,2020-11-09,
OWN02549,phone,PH00315,P00366,2019-04-28,
OWN02550,bank_account,A01130,P00373,2025-01-25,
OWN02551,vehicle,V00754,P00784,2023-01-21,
OWN02552,vehicle,V00252,P00741,2019-11-18,
OWN02553,phone,PH01496,P01533,2024-05-16,
OWN02554,bank_account,A00582,P01612,2018-09-08,
OWN02555,vehicle,V00445,P00863,2020-03-10,
OWN02556,bank_account,A01040,P00430,2024-03-26,
OWN02557,vehicle,V00347,P01487,2024-04-07,
OWN02558,phone,PH02614,P01442,2021-12-19,
OWN02559,bank_account,A01054,P01496,2019-08-04,
OWN02560,phone,PH01955,P01476,2022-05-25,
OWN02561,vehicle,V00532,P01781,2024-03-04,
OWN02562,phone,PH00113,P00737,2018-06-04,
OWN02563,vehicle,V00483,P01442,2021-01-09,
OWN02564,phone,PH01373,P01590,2022-03-22,
OWN02565,vehicle,V00701,P01717,2022-05-11,
OWN02566,phone,PH01557,P01340,2025-12-15,
OWN02567,vehicle,V00620,P00883,2023-10-15,
OWN02568,phone,PH02275,P00728,2024-02-01,
OWN02569,bank_account,A01627,P00895,2024-12-19,
OWN02570,vehicle,V00770,P01403,2024-08-18,
OWN02571,bank_account,A00320,P00776,2018-01-26,
OWN02572,vehicle,V00671,P00793,2019-12-13,
OWN02573,phone,PH00072,P01183,2025-11-03,
OWN02574,vehicle,V00824,P00806,2023-10-14,
OWN02575,phone,PH00397,P00593,2022-10-03,
OWN02576,phone,PH01617,P00154,2023-11-13,
OWN02577,vehicle,V00253,P01729,2024-02-25,
OWN02578,vehicle,V00783,P01031,2019-12-09,
OWN02579,bank_account,A00661,P01252,2018-12-25,
OWN02580,bank_account,A00443,P01605,2018-03-29,
OWN02581,bank_account,A01673,P01888,2024-06-16,
OWN02582,vehicle,V00140,P01805,2023-04-03,
OWN02583,vehicle,V00683,P00193,2024-11-09,
OWN02584,phone,PH00715,P01652,2018-09-03,
OWN02585,vehicle,V00477,P00192,2020-06-25,
OWN02586,bank_account,A00934,P01202,2024-03-04,
OWN02587,vehicle,V00261,P01778,2022-11-18,
OWN02588,vehicle,V00119,P00522,2018-01-14,
OWN02589,bank_account,A02031,P01925,2024-04-26,
OWN02590,vehicle,V00529,P00324,2021-12-28,
OWN02591,bank_account,A01997,P00677,2023-08-30,
OWN02592,bank_account,A01782,P01406,2023-07-31,
OWN02593,bank_account,A02155,P00359,2022-02-04,
OWN02594,bank_account,A01622,P00315,2024-11-17,
OWN02595,phone,PH02295,P00393,2021-10-20,
OWN02596,phone,PH02501,P00397,2023-01-06,
OWN02597,bank_account,A00838,P00827,2021-02-13,
OWN02598,vehicle,V00718,P00010,2019-05-17,
OWN02599,vehicle,V00435,P00790,2025-08-13,
OWN02600,phone,PH02466,P00247,2019-10-18,
OWN02601,phone,PH01903,P01397,2025-11-02,
OWN02602,bank_account,A01921,P01609,2018-04-22,
OWN02603,vehicle,V00458,P00113,2019-02-09,
OWN02604,phone,PH02706,P00547,2018-04-19,
OWN02605,bank_account,A01760,P01445,2021-08-30,
OWN02606,bank_account,A01204,P00662,2018-11-30,
OWN02607,vehicle,V00191,P00502,2018-04-25,
OWN02608,phone,PH00460,P01608,2021-01-03,
OWN02609,bank_account,A00508,P01112,2020-10-19,
OWN02610,vehicle,V00201,P00860,2018-11-24,
OWN02611,vehicle,V00837,P00922,2019-08-09,
OWN02612,phone,PH01457,P01757,2023-02-28,
OWN02613,vehicle,V00118,P01856,2021-04-14,
OWN02614,phone,PH01487,P00015,2018-03-24,
